year,title,directors_0,rating,genres_0,genres_1,rank,running_time_secs,actors_0,actors_1,actors_2,directors_1,directors_2
2014,Maggie,Henry Hobson,,Drama,Horror,2409,,Abigail Breslin,Arnold Schwarzenegger,Laura Cayouette,,
1977,Slap Shot,George Roy Hill,7.2,Comedy,Drama,2410,7380,Paul Newman,Michael Ontkean,Strother Martin,,
2006,The Wicker Man,Neil LaBute,3.6,Horror,Mystery,2411,6120,Nicolas Cage,Ellen Burstyn,Leelee Sobieski,,
1997,Home Alone 3,Raja Gosnell,3.9,Action,Comedy,2412,6120,Alex D. Linz,Olek Krupa,Rya Kihlstedt,,
2012,The Sweeney,Nick Love,6.1,Action,Crime,2413,6720,Ray Winstone,Ben Drew,Hayley Atwell,,
2005,Domino,Tony Scott,5.8,Action,Biography,2414,7620,Keira Knightley,Mickey Rourke,Edgar Ramirez,,
1991,Child's Play 3,Jack Bender,4.6,Horror,Mystery,2415,5400,Justin Whalin,Perrey Reeves,Jeremy Sylvers,,
2007,War,Philip G. Atwell,6.1,Action,Crime,2416,6180,Jet Li,Jason Statham,Nadine Velazquez,,
2008,The Human Contract,Jada Pinkett Smith,5.1,Drama,,2417,6180,Jason Clarke,Paz Vega,Idris Elba,,
1998,Patch Adams,Tom Shadyac,6.3,Biography,Comedy,2419,6900,Robin Williams,Daniel London,Monica Potter,,
2011,Your Sister's Sister,Lynn Shelton,6.7,Comedy,Drama,2420,5400,Mark Duplass,Emily Blunt,Rosemarie DeWitt,,
2003,Under the Tuscan Sun,Audrey Wells,6.6,Comedy,Drama,2421,6780,Diane Lane,Raoul Bova,Sandra Oh,,
1988,The Great Outdoors,Howard Deutch,6.2,Comedy,,2422,5460,Dan Aykroyd,John Candy,Stephanie Faracy,,
2003,Dogville,Lars von Trier,7.9,Crime,Drama,2423,10680,Nicole Kidman,Paul Bettany,Lauren Bacall,,
2009,Ninja Assassin,James McTeigue,6.2,Action,Crime,2424,5940,Rain,Rick Yune,Naomie Harris,,
1998,Small Soldiers,Joe Dante,6,Action,Adventure,2425,6480,Kirsten Dunst,Gregory Smith,David Cross,,
2013,Stranded,Roger Christian,3.5,Horror,Sci-Fi,2426,5040,Christian Slater,Brendan Fehr,Amy Matysio,,
2013,Tarzan,Reinhard Klooss,,Animation,Action,2427,,Kellan Lutz,Jaime Ray Newman,Spencer Locke,,
2014,Big Eyes,Tim Burton,,Biography,Drama,2428,,Krysten Ritter,Amy Adams,Christoph Waltz,,
1987,Fatal Attraction,Adrian Lyne,6.8,Drama,Thriller,2429,7140,Michael Douglas,Glenn Close,Anne Archer,,
2006,The Last Kiss,Tony Goldwyn,6.5,Comedy,Drama,2430,6900,Zach Braff,Jacinda Barrett,Rachel Bilson,,
1999,The 13th Warrior,John McTiernan,6.4,Action,Adventure,2431,6120,Antonio Banderas,Diane Venora,Vladimir Kulich,Michael Crichton,
2010,London Boulevard,William Monahan,6.2,Crime,Drama,2432,6180,Colin Farrell,Keira Knightley,Ray Winstone,,
1983,Christine,John Carpenter,6.5,Drama,Horror,2433,6600,Keith Gordon,John Stockwell,Alexandra Paul,,
2009,The Men Who Stare at Goats,Grant Heslov,6.2,Comedy,War,2435,5640,Ewan McGregor,George Clooney,Kevin Spacey,,
1996,That Thing You Do!,Tom Hanks,6.7,Comedy,Drama,2436,6480,Tom Hanks,Liv Tyler,Charlize Theron,,
2006,The Queen,Stephen Frears,7.4,Biography,Drama,2437,6180,Helen Mirren,Michael Sheen,James Cromwell,,
2005,Chaos,Tony Giglio,6.3,Action,Crime,2438,6360,Jason Statham,Ryan Phillippe,Wesley Snipes,,
1985,Teen Wolf,Rod Daniel,5.8,Comedy,Fantasy,2439,5460,Michael J. Fox,James Hampton,Susan Ursitti,,
2013,You Are Here,Matthew Weiner,6.1,Comedy,,2440,6720,Melissa Rauch,Zach Galifianakis,Owen Wilson,,
2011,Jodaeiye Nader az Simin,Asghar Farhadi,8.4,Drama,,2441,7380,Payman Maadi,Leila Hatami,Sareh Bayat,,
2013,Forbidden Ground,Johan Earl,4.7,Action,Drama,2442,5700,Johan Earl,Tim Pocock,Martin Copping,Adrian Powers,
2002,Ken Park,Larry Clark,5.8,Drama,,2443,5760,Adam Chubbuck,James Bullard,Seth Gray,Edward Lachman,
2006,Starter for 10,Tom Vaughan,6.6,Comedy,Drama,2444,5520,James McAvoy,Alice Eve,Rebecca Hall,,
2011,Shark Night 3D,David R. Ellis,3.9,Horror,Thriller,2445,5400,Sara Paxton,Dustin Milligan,Chris Carmack,,
1990,Days of Thunder,Tony Scott,5.6,Action,Drama,2446,6420,Tom Cruise,Nicole Kidman,Robert Duvall,,
2010,Animal Kingdom,David Michod,7.3,Crime,Drama,2447,6780,James Frecheville,Guy Pearce,Joel Edgerton,,
2005,Zathura: A Space Adventure,Jon Favreau,6.1,Action,Adventure,2448,6780,Josh Hutcherson,Jonah Bobo,Dax Shepard,,
1999,8MM,Joel Schumacher,6.3,Crime,Mystery,2449,7380,Nicolas Cage,Joaquin Phoenix,James Gandolfini,,
2002,Phone Booth,Joel Schumacher,7.1,Mystery,Thriller,2450,4860,Colin Farrell,Kiefer Sutherland,Forest Whitaker,,
2000,Chicken Run,Peter Lord,7.1,Animation,Family,2451,5040,Mel Gibson,Julia Sawalha,Phil Daniels,Nick Park,
2003,Secondhand Lions,Tim McCanlies,7.4,Comedy,Drama,2452,6660,Haley Joel Osment,Michael Caine,Robert Duvall,,
2006,In the Name of the King: A Dungeon Siege Tale,Uwe Boll,3.8,Action,Adventure,2453,7620,Jason Statham,Ron Perlman,Ray Liotta,,
2013,Besharam,Abhinav Kashyap,4.6,Comedy,Romance,2454,8580,Ranbir Kapoor,Pallavi Sharda,Rishi Kapoor,,
2005,Robots,Chris Wedge,6.3,Animation,Adventure,2455,5460,Ewan McGregor,Halle Berry,Mel Brooks,Carlos Saldanha,
2003,Daddy Day Care,Steve Carr,5.3,Comedy,Family,2456,5520,Eddie Murphy,Jeff Garlin,Anjelica Huston,,
2002,Two Weeks Notice,Marc Lawrence,5.8,Comedy,Romance,2457,6060,Sandra Bullock,Hugh Grant,Alicia Witt,,
2013,Heart of the Country,John Ward,4.7,Drama,Romance,2458,5220,Jana Kramer,Gerald McRaney,Randy Wayne,,
2001,Sugar & Spice,Francine McDougall,5.3,Comedy,Crime,2459,4860,Marla Sokoloff,Marley Shelton,Melissa George,,
2001,Bubble Boy,Blair Hayes,5.4,Adventure,Comedy,2461,5040,Jake Gyllenhaal,Swoosie Kurtz,Marley Shelton,,
2004,Raising Helen,Garry Marshall,5.7,Comedy,Drama,2462,7140,Kate Hudson,John Corbett,Joan Cusack,,
2013,Lootera,Vikramaditya Motwane,7.4,Drama,Romance,2463,8160,Ranveer Singh,Sonakshi Sinha,Adil Hussain,,
1989,Troop Beverly Hills,Jeff Kanew,4.8,Adventure,Comedy,2464,6000,Shelley Long,Craig T. Nelson,Betty Thomas,,
2004,Wicker Park,Paul McGuigan,6.8,Drama,Mystery,2465,6840,Josh Hartnett,Diane Kruger,Matthew Lillard,,
2007,The Simpsons Movie,David Silverman,7.4,Animation,Adventure,2466,5220,Dan Castellaneta,Julie Kavner,Nancy Cartwright,,
1990,Die Hard 2,Renny Harlin,7.1,Action,Thriller,2467,7440,Bruce Willis,William Atherton,Bonnie Bedelia,,
1988,The Naked Gun: From the Files of Police Squad!,David Zucker,7.6,Action,Comedy,2468,5100,Leslie Nielsen,Priscilla Presley,O.J. Simpson,,
1994,Street Fighter,Steven E. de Souza,3.5,Action,Sci-Fi,2469,6120,Jean-Claude Van Damme,Raul Julia,Ming-Na Wen,,
1989,The Abyss,James Cameron,7.6,Adventure,Drama,2470,8340,Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn,,
1995,Four Rooms,Allison Anders,6.5,Comedy,,2471,5880,Tim Roth,Amanda De Cadenet,David Proval,Alexandre Rockwell,Robert Rodriguez
2000,Rules of Engagement,William Friedkin,6.2,Action,Drama,2473,7680,Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,,
2005,Casanova,Lasse Hallstrom,6.4,Adventure,Comedy,2474,6720,Heath Ledger,Sienna Miller,Jeremy Irons,,
2007,Death at a Funeral,Frank Oz,7.3,Comedy,,2475,5400,Matthew Macfadyen,Peter Dinklage,Ewen Bremner,,
1995,The Quick and the Dead,Sam Raimi,6.3,Action,Thriller,2476,6420,Sharon Stone,Gene Hackman,Russell Crowe,,
2006,The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman,5.7,Horror,Thriller,2477,5460,Jordana Brewster,Matt Bomer,Diora Baird,,
2008,Eden Lake,James Watkins,6.8,Horror,Thriller,2478,5460,Kelly Reilly,Michael Fassbender,Tara Ellis,,
2011,Attack the Block,Joe Cornish,6.6,Action,Comedy,2479,5280,John Boyega,Jodie Whittaker,Alex Esmail,,
2008,Babylon A.D.,Mathieu Kassovitz,5.4,Action,Adventure,2480,5400,Vin Diesel,Michelle Yeoh,Melanie Thierry,,
1991,JFK,Oliver Stone,8,Drama,History,2481,11340,Kevin Costner,Gary Oldman,Jack Lemmon,,
2009,Agora,Alejandro Amenabar,7.1,Adventure,Drama,2482,7620,Rachel Weisz,Max Minghella,Oscar Isaac,,
1986,Manhunter,Michael Mann,7.2,Crime,Mystery,2483,7140,William Petersen,Kim Greist,Joan Allen,,
1966,Django,Sergio Corbucci,7.2,Western,,2484,5520,Franco Nero,Jose Canalejas,Jose Bodalo,,
1960,The Magnificent Seven,John Sturges,7.8,Action,Adventure,2485,7680,Yul Brynner,Steve McQueen,Charles Bronson,,
1986,Maximum Overdrive,Stephen King,5.1,Action,Horror,2486,5820,Emilio Estevez,Pat Hingle,Laura Harrington,,
2003,Matchstick Men,Ridley Scott,7.3,Comedy,Crime,2487,6960,Nicolas Cage,Alison Lohman,Sam Rockwell,,
1992,Newsies,Kenny Ortega,6.3,Drama,Musical,2488,7260,Christian Bale,Bill Pullman,Robert Duvall,,
1997,Scream 2,Wes Craven,6,Horror,Mystery,2489,7200,Neve Campbell,Courteney Cox,David Arquette,,
1982,Tootsie,Sydney Pollack,7.4,Comedy,Drama,2490,6960,Dustin Hoffman,Jessica Lange,Teri Garr,,
1981,Time Bandits,Terry Gilliam,6.9,Adventure,Comedy,2491,6960,Sean Connery,Shelley Duvall,John Cleese,,
2009,Land of the Lost,Brad Silberling,5.2,Adventure,Comedy,2492,6120,Will Ferrell,Danny McBride,Anna Friel,,
2002,Drumline,Charles Stone III,5.4,Comedy,Drama,2493,7080,Nick Cannon,Zoe Saldana,Orlando Jones,,
2011,The Hunter,Daniel Nettheim,6.7,Adventure,Drama,2494,6120,Willem Dafoe,Sam Neill,Morgana Davies,,
2000,Finding Forrester,Gus Van Sant,7.2,Drama,,2495,8160,Sean Connery,Rob Brown,F. Murray Abraham,,
2002,Frida,Julie Taymor,7.2,Biography,Drama,2496,7380,Salma Hayek,Alfred Molina,Geoffrey Rush,,
2009,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha,7,Animation,Action,2497,5640,Ray Romano,John Leguizamo,Denis Leary,Mike Thurmeier,
2013,Hatchet III,BJ McDonnell,5.4,Action,Comedy,2498,,Danielle Harris,Kane Hodder,Zach Galligan,,
2010,You Will Meet a Tall Dark Stranger,Woody Allen,6.2,Comedy,Drama,2499,5880,Anthony Hopkins,Naomi Watts,Josh Brolin,,
1981,The Fox and the Hound,Ted Berman,7.1,Animation,Adventure,2500,4980,Mickey Rooney,Kurt Russell,Pearl Bailey,Richard Rich,Art Stevens
2012,Not Fade Away,David Chase,5.9,Drama,,2501,6720,John Magaro,Jack Huston,Will Brill,,
2009,Crossing Over,Wayne Kramer,6.7,Drama,,2502,6780,Harrison Ford,Ashley Judd,Ray Liotta,,
2006,Monster House,Gil Kenan,6.6,Animation,Comedy,2503,5460,Mitchel Musso,Sam Lerner,Spencer Locke,,
2003,Dr. Seuss' The Cat in the Hat,Bo Welch,3.6,Adventure,Comedy,2504,4920,Mike Myers,Spencer Breslin,Dakota Fanning,,
2011,Gnomeo & Juliet,Kelly Asbury,5.8,Animation,Comedy,2505,5040,James McAvoy,Emily Blunt,Maggie Smith,,
2002,Like Mike,John Schultz,4.7,Comedy,Family,2506,5940,Bow Wow,Jonathan Lipnicki,Morris Chestnut,,
1998,Halloween H20: 20 Years Later,Steve Miner,5.4,Drama,Horror,2508,5160,Jamie Lee Curtis,Josh Hartnett,Adam Arkin,,
2001,Rock Star,Stephen Herek,5.9,Comedy,Drama,2509,6300,Mark Wahlberg,Jennifer Aniston,Dominic West,,
1995,Dead Man Walking,Tim Robbins,7.5,Crime,Drama,2510,7320,Susan Sarandon,Sean Penn,Robert Prosky,,
2010,Tekken,Dwight H. Little,4.8,Action,Crime,2511,5520,Jon Foo,Kelly Overton,Cary-Hiroyuki Tagawa,,
2004,After the Sunset,Brett Ratner,6.1,Action,Comedy,2512,5820,Pierce Brosnan,Salma Hayek,Woody Harrelson,,
2014,Cyber,Michael Mann,,Action,Crime,2513,,Chris Hemsworth,Viola Davis,Manny Montana,,
2008,Made of Honor,Paul Weiland,5.6,Comedy,Romance,2514,6060,Patrick Dempsey,Michelle Monaghan,Kevin McKidd,,
2000,Little Nicky,Steven Brill,5.1,Comedy,Fantasy,2515,5400,Adam Sandler,Patricia Arquette,Harvey Keitel,,
2002,Queen of the Damned,Michael Rymer,4.9,Fantasy,Horror,2516,6060,Aaliyah,Stuart Townsend,Marguerite Moreau,,
2005,Rumor Has It...,Rob Reiner,5.4,Comedy,Drama,2517,5820,Jennifer Aniston,Mark Ruffalo,Shirley MacLaine,,
1998,Lethal Weapon 4,Richard Donner,6.5,Action,Crime,2518,7620,Mel Gibson,Danny Glover,Joe Pesci,,
2007,Norbit,Brian Robbins,3.7,Comedy,Romance,2519,6180,Eddie Murphy,Thandie Newton,Terry Crews,,
1997,The Jackal,Michael Caton-Jones,6.2,Action,Adventure,2520,7440,Bruce Willis,Richard Gere,Sidney Poitier,,
2000,Hollow Man,Paul Verhoeven,5.6,Action,Sci-Fi,2521,6720,Kevin Bacon,Elisabeth Shue,Josh Brolin,,
1994,I Like It Like That,Darnell Martin,6.1,Comedy,Drama,2522,6240,Lauren Velez,Jon Seda,Tomas Melly,,
2005,Be Cool,F. Gary Gray,5.5,Comedy,Crime,2523,7080,John Travolta,Uma Thurman,Dwayne Johnson,,
2010,Edge of Darkness,Martin Campbell,6.6,Crime,Drama,2524,7020,Mel Gibson,Ray Winstone,Danny Huston,,
2011,Hop,Tim Hill,5.3,Animation,Comedy,2525,5700,Russell Brand,James Marsden,Elizabeth Perkins,,
2007,The Darjeeling Limited,Wes Anderson,7.1,Adventure,Comedy,2526,5460,Owen Wilson,Adrien Brody,Jason Schwartzman,,
2004,Walking Tall,Kevin Bray,6,Action,Crime,2529,5160,Dwayne Johnson,Ashley Scott,Johnny Knoxville,,
2013,Concussion,Stacie Passon,5.7,Drama,,2530,5760,Robin Weigert,Maggie Siff,Johnathan Tchaikovsky,,
2006,Candy,Neil Armfield,7.1,Drama,Romance,2531,6960,Heath Ledger,Abbie Cornish,Geoffrey Rush,,
1994,Frankenstein,Kenneth Branagh,6.3,Drama,Horror,2532,7380,Robert De Niro,Kenneth Branagh,Helena Bonham Carter,,
2013,Night Train to Lisbon,Bille August,6.4,Mystery,Romance,2533,6660,Jeremy Irons,Melanie Laurent,Jack Huston,,
1983,Terms of Endearment,James L. Brooks,7.3,Comedy,Drama,2534,7920,Shirley MacLaine,Debra Winger,Jack Nicholson,,
1996,Space Jam,Joe Pytka,5.9,Animation,Adventure,2535,5280,Michael Jordan,Wayne Knight,Theresa Randle,,
2003,What a Girl Wants,Dennie Gordon,5.7,Comedy,Drama,2536,6300,Amanda Bynes,Colin Firth,Kelly Preston,,
2006,RV,Barry Sonnenfeld,5.3,Adventure,Comedy,2537,5940,Robin Williams,Cheryl Hines,Kristin Chenoweth,,
2006,Miami Vice,Michael Mann,5.9,Action,Crime,2539,8040,Colin Farrell,Jamie Foxx,Li Gong,,
1992,Death Becomes Her,Robert Zemeckis,6.2,Comedy,Fantasy,2540,6240,Meryl Streep,Bruce Willis,Goldie Hawn,,
1997,Air Force One,Wolfgang Petersen,6.3,Action,Adventure,2541,7440,Harrison Ford,Gary Oldman,Glenn Close,,
2012,The Broken Circle Breakdown,Felix Van Groeningen,7.6,Drama,,2542,6660,Veerle Baetens,Johan Heldenbergh,Nell Cattrysse,,
2006,Clerks II,Kevin Smith,7.4,Comedy,,2543,5820,Brian O'Halloran,Jeff Anderson,Rosario Dawson,,
2007,AVPR: Aliens vs Predator - Requiem,Colin Strause,4.7,Action,Horror,2544,5640,Reiko Aylesworth,Steven Pasquale,John Ortiz,Greg Strause,
2011,Albert Nobbs,Rodrigo Garcia,6.5,Drama,,2545,6780,Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,,
2000,Whatever It Takes,David Raynr,5.2,Comedy,Drama,2546,5640,Shane West,Marla Sokoloff,Jodi Lyn O'Keefe,,
2007,Saw IV,Darren Lynn Bousman,5.8,Crime,Horror,2547,5580,Tobin Bell,Scott Gordon-Patterson,Costas Mandylor,,
2001,Tomcats,Gregory Poirier,4.9,Comedy,,2548,5700,Shannon Elizabeth,Jerry O'Connell,Jake Busey,,
1999,Wild Wild West,Barry Sonnenfeld,4.6,Action,Western,2549,6360,Will Smith,Kevin Kline,Kenneth Branagh,,
2014,Inherent Vice,Paul Thomas Anderson,,Crime,,2550,,Jena Malone,Reese Witherspoon,Sasha Pieterse,,
2013,Dark Touch,Marina de Van,5.3,Horror,,2551,5400,Clare Barrett,Padraic Delaney,Robert Donnelly,,
2013,Red Line,Robert Kirbyson,4.5,Thriller,,2552,,Nicole Gale Anderson,John Billingsley,Kunal Sharma,,
1998,Urban Legend,Jamie Blanks,5.3,Horror,Thriller,2553,5940,Jared Leto,Alicia Witt,Rebecca Gayheart,,
2007,We Own the Night,James Gray,6.8,Crime,Drama,2554,7020,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,,
2009,Race to Witch Mountain,Andy Fickman,5.7,Action,Adventure,2555,5880,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,,
1971,Dirty Harry,Don Siegel,7.8,Action,Crime,2556,6120,Clint Eastwood,Andrew Robinson,John Vernon,,
1976,The Omen,Richard Donner,7.6,Horror,Mystery,2557,6660,Gregory Peck,Lee Remick,Harvey Stephens,,
2007,No Reservations,Scott Hicks,6.2,Comedy,Drama,2558,6240,Catherine Zeta-Jones,Aaron Eckhart,Abigail Breslin,,
1983,Never Say Never Again,Irvin Kershner,6.1,Action,Adventure,2559,8040,Sean Connery,Kim Basinger,Klaus Maria Brandauer,,
1999,Forces of Nature,Bronwen Hughes,5.2,Comedy,Romance,2561,6300,Sandra Bullock,Ben Affleck,Maura Tierney,,
2012,Frankie Go Boom,Jordan Roberts,5.6,Comedy,,2562,5340,Charlie Hunnam,Chris O'Dowd,Lizzy Caplan,,
1998,Lola rennt,Tom Tykwer,7.8,Action,Sci-Fi,2563,4860,Franka Potente,Moritz Bleibtreu,Herbert Knaup,,
2007,Shrooms,Paddy Breathnach,4.6,Horror,Thriller,2564,5040,Lindsey Haun,Jack Huston,Max Kasch,,
2001,Get Over It,Tommy O'Haver,5.5,Comedy,Romance,2565,5220,Kirsten Dunst,Ben Foster,Melissa Sagemiller,,
1999,Detroit Rock City,Adam Rifkin,6.6,Comedy,Music,2566,5700,Edward Furlong,Giuseppe Andrews,James DeBello,,
2000,Boiler Room,Ben Younger,6.9,Thriller,Drama,2567,7200,Giovanni Ribisi,Vin Diesel,Nia Long,,
1984,Revenge of the Nerds,Jeff Kanew,6.5,Comedy,,2568,5400,Robert Carradine,Anthony Edwards,Timothy Busfield,,
2009,In the Loop,Armando Iannucci,7.4,Comedy,,2569,6360,Tom Hollander,Peter Capaldi,James Gandolfini,,
2008,Vantage Point,Pete Travis,6.6,Action,Crime,2570,5400,Dennis Quaid,Forest Whitaker,Matthew Fox,,
2009,Bright Star,Jane Campion,6.9,Biography,Drama,2571,7140,Abbie Cornish,Ben Whishaw,Paul Schneider,,
1981,Escape from New York,John Carpenter,7.1,Action,Sci-Fi,2572,5940,Kurt Russell,Lee Van Cleef,Ernest Borgnine,,
2009,Did You Hear About the Morgans?,Marc Lawrence,4.5,Comedy,Drama,2573,6180,Hugh Grant,Sarah Jessica Parker,Sam Elliott,,
2006,This Film Is Not Yet Rated,Kirby Dick,7.5,Documentary,,2574,5880,Kirby Dick,Kimberly Peirce,Darren Aronofsky,,
1992,My Cousin Vinny,Jonathan Lynn,7.4,Comedy,Crime,2575,7200,Joe Pesci,Marisa Tomei,Ralph Macchio,,
2014,Cold in July,Jim Mickle,,Drama,Thriller,2576,,Michael C. Hall,Vinessa Shaw,Don Johnson,,
2008,The Forbidden Kingdom,Rob Minkoff,6.5,Action,Adventure,2577,6240,Jackie Chan,Jet Li,Michael Angarano,,
1988,Beaches,Garry Marshall,6.3,Comedy,Drama,2578,7380,Bette Midler,Barbara Hershey,John Heard,,
1993,Much Ado About Nothing,Kenneth Branagh,7.3,Comedy,Drama,2579,6660,Kenneth Branagh,Emma Thompson,Keanu Reeves,,
2014,Nightcrawler,Dan Gilroy,,Crime,Drama,2580,,Jake Gyllenhaal,Rene Russo,Bill Paxton,,
1999,Stuart Little,Rob Minkoff,5.8,Animation,Adventure,2582,5040,Michael J. Fox,Geena Davis,Hugh Laurie,,
2008,Punisher: War Zone,Lexi Alexander,5.9,Action,Crime,2583,6180,Ray Stevenson,Dominic West,Julie Benz,,
1995,Dangerous Minds,John N. Smith,6,Biography,Crime,2584,5940,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,,
1985,Better Off Dead...,Savage Steve Holland,7.1,Comedy,Romance,2585,5820,John Cusack,David Ogden Stiers,Kim Darby,,
2011,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,4.1,Animation,Comedy,2586,5220,Justin Long,Matthew Gray Gubler,Jesse McCartney,,
1967,Bonnie and Clyde,Arthur Penn,8,Biography,Crime,2587,6720,Warren Beatty,Faye Dunaway,Michael J. Pollard,,
2008,Saw V,David Hackl,5.6,Crime,Horror,2588,5520,Scott Gordon-Patterson,Costas Mandylor,Tobin Bell,,
2010,Passion Play,Mitch Glazer,4.2,Drama,Fantasy,2589,5640,Mickey Rourke,Megan Fox,Bill Murray,,
2005,Stay,Marc Forster,6.7,Drama,Mystery,2591,5940,Ewan McGregor,Naomi Watts,Ryan Gosling,,
1982,An Officer and a Gentleman,Taylor Hackford,6.8,Drama,Romance,2592,7440,Richard Gere,Debra Winger,David Keith,,
2012,The Last Ride,Harry Thomason,5.1,Biography,Drama,2593,6120,Henry Thomas,Jesse James,Fred Dalton Thompson,,
1986,Big Trouble in Little China,John Carpenter,7.1,Action,Adventure,2594,5940,Kurt Russell,Kim Cattrall,Dennis Dun,,
2009,Saw VI,Kevin Greutert,5.9,Horror,Mystery,2595,5400,Tobin Bell,Costas Mandylor,Mark Rolston,,
1984,Conan the Destroyer,Richard Fleischer,5.6,Action,Fantasy,2596,6180,Arnold Schwarzenegger,Grace Jones,Olivia d'Abo,,
2012,The Truth,Damian Lee,5.3,Action,Thriller,2597,6360,Andy Garcia,Kim Coates,Deborah Kara Unger,,
1989,Honey  I Shrunk the Kids,Joe Johnston,6.2,Adventure,Comedy,2598,5580,Rick Moranis,Matt Frewer,Marcia Strassman,,
2013,Java Heat,Conor Allyn,4.9,Action,Crime,2599,6240,Kellan Lutz,Verdi Solaiman,Mickey Rourke,,
1977,The Spy Who Loved Me,Lewis Gilbert,7,Action,Adventure,2600,7500,Roger Moore,Barbara Bach,Curd Jurgens,,
2007,Rush Hour 3,Brett Ratner,6,Action,Comedy,2601,5460,Jackie Chan,Chris Tucker,Max von Sydow,,
2003,Mona Lisa Smile,Mike Newell,6.2,Drama,,2602,7020,Julia Roberts,Kirsten Dunst,Julia Stiles,,
2014,Fallen,Scott Hicks,,Adventure,Drama,2603,,Addison Timlin,Jeremy Irvine,Harrison Gilbertson,,
2007,The Hills Have Eyes II,Martin Weisz,5,Horror,Thriller,2604,5340,Daniella Alonso,Jacob Vargas,Michael Bailey Smith,,
1971,10 Rillington Place,Richard Fleischer,7.5,Biography,Crime,2605,6660,Richard Attenborough,Judy Geeson,John Hurt,,
2002,Blue Crush,John Stockwell,5.4,Drama,Romance,2606,6240,Kate Bosworth,Michelle Rodriguez,Matthew Davis,,
2013,Straight A's,James Cox,5.3,Comedy,Drama,2607,5460,Ryan Phillippe,Anna Paquin,Luke Wilson,,
2007,Balls of Fury,Robert Ben Garant,5.1,Comedy,Crime,2608,5400,Dan Fogler,Christopher Walken,George Lopez,,
1998,U.S. Marshals,Stuart Baird,6.3,Action,Crime,2609,7860,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,,
1973,The Wicker Man,Robin Hardy,7.6,Horror,Mystery,2610,5280,Edward Woodward,Christopher Lee,Diane Cilento,,
2007,Reign Over Me,Mike Binder,7.4,Drama,,2613,7440,Adam Sandler,Don Cheadle,Jada Pinkett Smith,,
1986,The Fly,David Cronenberg,7.5,Horror,Sci-Fi,2614,5760,Jeff Goldblum,Geena Davis,John Getz,,
2000,Quills,Philip Kaufman,7.2,Biography,Drama,2615,7440,Geoffrey Rush,Kate Winslet,Joaquin Phoenix,,
2011,The Iron Lady,Phyllida Lloyd,6.3,Biography,Drama,2617,6300,Meryl Streep,Jim Broadbent,Richard E. Grant,,
1993,Poetic Justice,John Singleton,5.3,Drama,Romance,2618,6540,Janet Jackson,Tupac Shakur,Regina King,,
2009,Harry Brown,Daniel Barber,7.2,Action,Crime,2619,6180,Michael Caine,Emily Mortimer,David Bradley,,
2014,Hellion,Kat Candler,,Drama,,2620,,Aaron Paul,Juliette Lewis,Jonny Mars,,
1990,Miller's Crossing,Joel Coen,7.9,Crime,Drama,2621,6900,Gabriel Byrne,Albert Finney,John Turturro,Ethan Coen,
2014,Jersey Boys,Clint Eastwood,,Biography,Drama,2622,,Christopher Walken,Jeremy Luke,Francesca Eastwood,,
2014,Child 44,Daniel Espinosa,,Drama,Thriller,2623,,Tom Hardy,Joel Kinnaman,Noomi Rapace,,
2012,Sparkle,Salim Akil,5.1,Drama,Music,2624,6960,Jordin Sparks,Carmen Ejogo,Whitney Houston,,
2010,Black Death,Christopher Smith,6.4,Action,Drama,2625,6120,Eddie Redmayne,Sean Bean,Carice van Houten,,
2005,Get Rich or Die Tryin',Jim Sheridan,4.5,Biography,Crime,2626,7020,50 Cent,Joy Bryant,Adewale Akinnuoye-Agbaje,,
2013,Fading Gigolo,John Turturro,6.5,Comedy,,2627,5880,Sofia Vergara,Liev Schreiber,Woody Allen,,
2012,Vamps,Amy Heckerling,4.9,Comedy,Horror,2628,5520,Alicia Silverstone,Krysten Ritter,Larry Wilmore,,
1984,Kaze no tani no Naushika,Hayao Miyazaki,8,Animation,Action,2629,7020,Sumi Shimamoto,Mahito Tsujimura,Hisako Kyoda,,
